RULING,RULING_DATE,Found_HTS8,brief_description
NY N351321,7/23/25,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N351321,7/23/25,9903.01.25,
NY N351403,7/23/25,9903.01.24,
NY N351403,7/23/25,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N351403,7/23/25,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N351403,7/23/25,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N351403,7/23/25,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N351403,7/23/25,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N351403,7/23/25,9505.90.60,"Festive, carnival or other entertainment articles nesoi and parts & accessories thereof nesoi"
NY N351403,7/23/25,9903.01.25,
NY N343421,7/22/25,9903.01.24,
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,3924.10.40,"Tableware and kitchenware articles, nesoi, of plastics"
NY N343421,7/22/25,9903.01.25,
NY N350730,7/22/25,9903.01.24,
NY N350730,7/22/25,8543.40.00,Electronic cigarettes and similar personal electric vaporizing devices
NY N350730,7/22/25,8543.40.00,Electronic cigarettes and similar personal electric vaporizing devices
NY N350730,7/22/25,8543.40.00,Electronic cigarettes and similar personal electric vaporizing devices
NY N350730,7/22/25,8543.40.00,Electronic cigarettes and similar personal electric vaporizing devices
NY N350730,7/22/25,9903.01.25,
NY N350730,7/22/25,9903.88.02,"Articles the product of China, as enumerated in note 20(d) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.02,"Articles the product of China, as enumerated in note 20(d) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.02,"Articles the product of China, as enumerated in note 20(d) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.02,"Articles the product of China, as enumerated in note 20(d) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.02,"Articles the product of China, as enumerated in note 20(d) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.02,"Articles the product of China, as enumerated in note 20(d) to subchapter III of Chapter 99"
NY N350730,7/22/25,8507.60.00,Lithium-ion batteries
NY N350730,7/22/25,8507.60.00,Lithium-ion batteries
NY N350730,7/22/25,8507.60.00,Lithium-ion batteries
NY N350730,7/22/25,8507.60.00,Lithium-ion batteries
NY N350730,7/22/25,8507.60.00,Lithium-ion batteries
NY N350730,7/22/25,8507.60.00,Lithium-ion batteries
NY N350730,7/22/25,8507.60.00,Lithium-ion batteries
NY N350730,7/22/25,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N350730,7/22/25,9903.88.15,"Articles the product of China, as enumerated in note 20(s) to subchapter III of Chapter 99"
NY N350828,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350828,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350828,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350828,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350828,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350828,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350828,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350828,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350828,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350828,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350828,7/22/25,9903.01.25,
NY N350829,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350829,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350829,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350829,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350829,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350829,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350829,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350829,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350829,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350829,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350829,7/22/25,9903.01.25,
NY N350831,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350831,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350831,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350831,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350831,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350831,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350831,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350831,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350831,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350831,7/22/25,9027.89.45,"Electrical instruments and apparatus for physical or chemical analysis, measuring viscosity, checking heat, sound, light, etc., nesoi"
NY N350831,7/22/25,9903.01.25,
NY N350903,7/22/25,9903.01.24,
NY N350903,7/22/25,9903.01.25,
NY N350903,7/22/25,8413.91.90,"Parts of pumps, nesoi"
NY N350903,7/22/25,8413.91.90,"Parts of pumps, nesoi"
NY N350903,7/22/25,8413.91.90,"Parts of pumps, nesoi"
NY N350903,7/22/25,8413.91.90,"Parts of pumps, nesoi"
NY N350903,7/22/25,8413.91.90,"Parts of pumps, nesoi"
NY N350903,7/22/25,8413.91.90,"Parts of pumps, nesoi"
NY N350903,7/22/25,8413.60.00,"Rotary positive displacement pumps for liquids, not fitted with a measuring device, nesoi"
NY N350903,7/22/25,8413.60.00,"Rotary positive displacement pumps for liquids, not fitted with a measuring device, nesoi"
NY N350903,7/22/25,8413.60.00,"Rotary positive displacement pumps for liquids, not fitted with a measuring device, nesoi"
NY N350903,7/22/25,8413.60.00,"Rotary positive displacement pumps for liquids, not fitted with a measuring device, nesoi"
NY N350903,7/22/25,8413.60.00,"Rotary positive displacement pumps for liquids, not fitted with a measuring device, nesoi"
NY N350903,7/22/25,8413.60.00,"Rotary positive displacement pumps for liquids, not fitted with a measuring device, nesoi"
NY N350903,7/22/25,8421.21.00,Machinery and apparatus for filtering or purifying water
NY N350903,7/22/25,8421.21.00,Machinery and apparatus for filtering or purifying water
NY N350903,7/22/25,8421.21.00,Machinery and apparatus for filtering or purifying water
NY N350903,7/22/25,8421.21.00,Machinery and apparatus for filtering or purifying water
NY N350903,7/22/25,8421.21.00,Machinery and apparatus for filtering or purifying water
NY N350903,7/22/25,8421.21.00,Machinery and apparatus for filtering or purifying water
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like, other than hand operated, nesoi"
NY N350903,7/22/25,9903.88.01,"Articles the product of China, as enumerated in note 20(b) to subchapter III of Chapter 99"
NY N350903,7/22/25,9903.88.01,"Articles the product of China, as enumerated in note 20(b) to subchapter III of Chapter 99"
NY N350903,7/22/25,9903.88.01,"Articles the product of China, as enumerated in note 20(b) to subchapter III of Chapter 99"
NY N350903,7/22/25,9903.88.01,"Articles the product of China, as enumerated in note 20(b) to subchapter III of Chapter 99"
NY N350903,7/22/25,9903.88.01,"Articles the product of China, as enumerated in note 20(b) to subchapter III of Chapter 99"
NY N350903,7/22/25,9903.88.01,"Articles the product of China, as enumerated in note 20(b) to subchapter III of Chapter 99"
NY N350903,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350903,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350903,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350903,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
NY N350903,7/22/25,9817.00.96,Other articles specially designed or adapted for the use or benefit of the blind or other physically or mentally handicapped persons
